,text,truthVals
292,"Says that as a U.S. senator, Russ Feingold ""voted against authorizing our military 11 separate times.""",0.6
293,"""There is currently no ability to vet these people,"" referring to Syrian refugees.",0.4
294,"Says Jeff Wentworth, bending the rules, ""has used $211,743.96 in campaign contributions to lease luxury cars.""",0.4
295,"Austin is ""effectively"" imposing ""a ban on barbecue restaurants.""",0.0
296,"""At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.""",0.8
297,"Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime.""",0.4
298,"Inner-city students ""fall back and don’t succeed, whereas if there was a less intensive track, they would.""",0.2
299,"Harry Reid has voted ""to give illegals Social Security benefits even for the time they were here illegally.""",0.4
300,"Barack Obama was ""a trial attorney for ACORN.""",0.6
301,Workers who pick produce in Georgia’s fields can make $12 to $18 an hour.,0.6
302,"On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.""",0.8
303,"Obama ""only wants your children to have health insurance.""",0.2
304,"Under Scott Walker’s policies, ""the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.""",0.4
305,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees.""",1.0
306,"Says the government has ""gotten the TARP money back plus a profit.""",0.4
307,On protecting Social Security benefits and changing the retirement age.,0.5
308,"Says if a Florida bill (HB 697) punishing sanctuary cities becomes law ""it will be the only law of its kind in the nation.""",0.8
309,"Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""",0.0
310,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",1.0
311,"ISIS reaches ""about 100 million people a day"" through social media.",0.6
312,On a cap-and-trade plan.,0.5
313,"Discretionary spending has ""increased over 20-some percent in two years if you don’t include the stimulus. If you put in the stimulus, it’s over 80 percent.""",0.6
314,The federal health care law raises taxes and cuts Medicare.,0.8
315,"""In Austin, Texas, the average homeowner is paying about $1,300 to $1,400 just for recapture,"" meaning funds spent in non-Austin school districts.",1.0
316,On support for the Affordable Care Act (Obamacare).,0.5
317,"""The  firefighters, the policemen and others who supported (Wisconsin Gov. Scott Walker) in his election bid ... don't have to worry about their collective bargaining rights.""",0.6
318,"Says Secretary of State John Kerry, ""when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.""",0.8
319,"Says President Barack Obama ""came into office very concerned about"" wiretappings but ""then he became president of the United States, he got all the briefings … (and) he decided … the balance is probably pretty appropriately struck.""",0.8
320,"""The Democrats are very sly. … (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, they’re busing them in all over the place.""",0.0
321,"Since President Barack Obama took office, ""you have 1,700 employees just at the Department of Transportation"" earning over $170,000.",0.2
322,"After hearing ""the frustrations parents and teachers have with the FCAT,"" next year ""we begin improving our testing system.""",0.6
323,"Says ""Catherine Cortez Masto indicted (Brian Krolicki), who was an innocent man, in order to save Harry Reid's political career""",0.6
324,"Says Hillary Clinton ""supported North American Free Trade Agreement), and she supported China’s entrance into the World Trade Organization…. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.""",0.8
325,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",1.0
326,"A bill backed by Sean Duffy and other House Republicans ""could actually require the Internal Revenue Service to conduct audits of rape victims"" who get an abortion.",0.2
327,"""In 1913, it was legal to mail children.""",0.4
328,"""22 times Barack Obama said he did not have the authority to implement this type of"" anti-deportation ""measure. And then the day after he signed this into law, he said, quote, ‘I just changed the law.’""",0.8
329,"A government shutdown ""could disrupt ... veterans' benefits.""",1.0
330,"Says Clackamas County Measure 3-401 ""will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.""",0.2
331,"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",0.4
332,Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,0.0
333,"""Our recent state budgets have far exceeded population and inflation growth.""",0.4
334,"John McCain will keep the estate tax at 0 percent, the same as it is now.",0.2
335,"Says Hillary Clinton ""promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs.""",0.8
336,"""We didn’t go out asking people"" to join the ""stand your ground"" task force.",0.2
337,"""We reduced abortion. We increased adoptions by 135 percent.""",0.4
338,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.",0.4
339,"The Affordable Care Act alters the ""sensible doctor-patient-relationship-centered health care program ... we see today.""",0.2
340,"Research found that ""over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.""",0.6
341,"""It’s a plan that incorporates ideas from many of the people in this room tonight – Democrats and Republicans.""",0.4
342,"""When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’""",1.0
343,"Human activity is not ""causing these dramatic changes to our climate.""",0.2
344,"Says ""New Jersey's public school students have the best Advanced Placement scores in the nation.""",1.0
345,Says six of the state’s 58 family planning centers had to close because of Gov. Chris Christie’s budget cuts.,1.0
346,"""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""",1.0
347,"Says a Ted Cruz ad has ""got me bull-dozing down a house. I never bulldozed it down. It's false advertising.""",0.6
348,"St. Pete Beach's experiences are a ""fair example"" of what could happen if Amendment 4 passes.",0.6
349,"""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.""",0.8
350,"""We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities,"" most of them for tech schools.",0.8
351,"""The Democratic Congress has already taken significant steps to create jobs and jump-start the economy, resulting in the lowest tax rates in over 50 years and the creation of over 500,000 new jobs so far this year.""",0.6
